openalex_id,title,year,doi,url,citations,abstract,matched_queries,decision,reason
https://openalex.org/W3199334903,Low-Light Image Enhancement with Normalizing Flow,2022,https://doi.org/10.1609/aaai.v36i3.20162,https://doi.org/10.1609/aaai.v36i3.20162,490,"To enhance low-light images to normally-exposed ones is highly ill-posed, namely that the mapping relationship between them is one-to-many. Previous works based on the pixel-wise reconstruction losses and deterministic processes fail to capture the complex conditional distribution of normally exposed images, which results in improper brightness, residual noise, and artifacts. In this paper, we investigate to model this one-to-many relationship via a proposed normalizing flow model. An invertible network that takes the low-light images/features as the condition and learns to map the distribution of normally exposed images into a Gaussian distribution. In this way, the conditional distribution of the normally exposed images can be well modeled, and the enhancement process, i.e., the other inference direction of the invertible network, is equivalent to being constrained by a loss function that better describes the manifold structure of natural images during the training. The experimental results on the existing benchmark datasets show our method achieves better quantitative and qualitative results, obtaining better-exposed illumination, less noise and artifact, and richer colors.",intrinsic image decomposition reflectance illumination,retain,"illumination, noise, low-light"
https://openalex.org/W2017622341,Inverse global illumination,1999,https://doi.org/10.1145/311535.311559,https://doi.org/10.1145/311535.311559,425,"In this paper we present a method for recovering the reflectance properties of all surfaces in a real scene from a sparse set of photographs, taking into account both direct and indirect illumination. The result is a lighting-independent model of the scene's geometry and reflectance properties, which can be rendered with arbitrary modifications to structure and lighting via traditional rendering methods. Our technique models reflectance with a lowparameter reflectance model, and allows diffuse albedo to vary arbitrarily over surfaces while assuming that non-diffuse characteristics remain constant across particular regions. The method's input is a geometric model of the scene and a set of calibrated high dynamic range photographs taken with known direct illumination. The algorithm hierarchically partitions the scene into a polygonal mesh, and uses image-based rendering to construct estimates of both the radiance and irradiance of each patch from the photographic data. The algorithm computes the expected location of specular highlights, and then analyzes the highlight areas in the images by running a novel iterative optimization procedure to recover the diffuse and specular reflectance parameters for each region. Lastly, these parameters are used in constructing high-resolution diffuse albedo maps for each surface.",single image relighting inverse rendering,retain,"illumination, reflectance"
https://openalex.org/W2740621908,"Health consequences of electric lighting practices in the modern world: A report on the National Toxicology Program's workshop on shift work at night, artificial light at night, and circadian disruption",2017,https://doi.org/10.1016/j.scitotenv.2017.07.056,https://doi.org/10.1016/j.scitotenv.2017.07.056,412,,day night image translation,retain,night
https://openalex.org/W2076491823,Intrinsic images in the wild,2014,https://doi.org/10.1145/2601097.2601206,https://doi.org/10.1145/2601097.2601206,409,"Intrinsic image decomposition separates an image into a reflectance layer and a shading layer. Automatic intrinsic image decomposition remains a significant challenge, particularly for real-world scenes. Advances on this longstanding problem have been spurred by public datasets of ground truth data, such as the MIT Intrinsic Images dataset. However, the difficulty of acquiring ground truth data has meant that such datasets cover a small range of materials and objects. In contrast, real-world scenes contain a rich range of shapes and materials, lit by complex illumination. In this paper we introduce Intrinsic Images in the Wild , a large-scale, public dataset for evaluating intrinsic image decompositions of indoor scenes. We create this benchmark through millions of crowdsourced annotations of relative comparisons of material properties at pairs of points in each scene. Crowdsourcing enables a scalable approach to acquiring a large database, and uses the ability of humans to judge material comparisons, despite variations in illumination. Given our database, we develop a dense CRF-based intrinsic image algorithm for images in the wild that outperforms a range of state-of-the-art intrinsic image algorithms. Intrinsic image decomposition remains a challenging problem; we release our code and database publicly to support future research on this problem, available online at http://intrinsic.cs.cornell.edu/.",intrinsic image decomposition reflectance illumination,retain,"illumination, intrinsic, reflectance"
https://openalex.org/W2897772063,The impact of artificial light at night on nocturnal insects: A review and synthesis,2018,https://doi.org/10.1002/ece3.4557,https://doi.org/10.1002/ece3.4557,397,"In recent decades, advances in lighting technology have precipitated exponential increases in night sky brightness worldwide, raising concerns in the scientific community about the impact of artificial light at night (ALAN) on crepuscular and nocturnal biodiversity. Long-term records show that insect abundance has declined significantly over this time, with worrying implications for terrestrial ecosystems. The majority of investigations into the vulnerability of nocturnal insects to artificial light have focused on the flight-to-light behavior exhibited by select insect families. However, ALAN can affect insects in other ways as well. This review proposes five categories of ALAN impact on nocturnal insects, highlighting past research and identifying key knowledge gaps. We conclude with a summary of relevant literature on bioluminescent fireflies, which emphasizes the unique vulnerability of terrestrial light-based communication systems to artificial illumination. Comprehensive understanding of the ecological impacts of ALAN on diverse nocturnal insect taxa will enable researchers to seek out methods whereby fireflies, moths, and other essential members of the nocturnal ecosystem can coexist with humans on an increasingly urbanized planet.",day night image translation,retain,"night, illumination"
https://openalex.org/W3120305566,A simple and effective F0 knockout method for rapid screening of behaviour and other complex phenotypes,2021,https://doi.org/10.7554/elife.59683,https://doi.org/10.7554/elife.59683,376,"Hundreds of human genes are associated with neurological diseases, but translation into tractable biological mechanisms is lagging. Larval zebrafish are an attractive model to investigate genetic contributions to neurological diseases. However, current CRISPR-Cas9 methods are difficult to apply to large genetic screens studying behavioural phenotypes. To facilitate rapid genetic screening, we developed a simple sequencing-free tool to validate gRNAs and a highly effective CRISPR-Cas9 method capable of converting >90% of injected embryos directly into F0 biallelic knockouts. We demonstrate that F0 knockouts reliably recapitulate complex mutant phenotypes, such as altered molecular rhythms of the circadian clock, escape responses to irritants, and multi-parameter day-night locomotor behaviours. The technique is sufficiently robust to knockout multiple genes in the same animal, for example to create the transparent triple knockout crystal fish for imaging. Our F0 knockout method cuts the experimental time from gene to behavioural phenotype in zebrafish from months to one week.",day night image translation,retain,"night, translation"
https://openalex.org/W2114311046,Confocal absorption spectral imaging of MoS 2 : optical transitions depending on the atomic thickness of intrinsic and chemically doped MoS 2,2014,https://doi.org/10.1039/c4nr03703k,https://doi.org/10.1039/c4nr03703k,373,"We performed a nanoscale confocal absorption spectral imaging to obtain the full absorption spectra (over the range 1.5-3.2 eV) within regions having different numbers of layers and studied the variation of optical transition depending on the atomic thickness of the MoS2 film. Three distinct absorption bands corresponding to A and B excitons and a high-energy background (BG) peak at 2.84 eV displayed a gradual redshift as the MoS2 film thickness increased from the monolayer, to the bilayer, to the bulk MoS2 and this shift was attributed to the reduction of the gap energy in the Brillouin zone at the K-point as the atomic thickness increased. We also performed n-type chemical doping of MoS2 films using reduced benzyl viologen (BV) and the confocal absorption spectra modified by the doping showed a strong dependence on the atomic thickness: A and B exciton peaks were greatly quenched in the monolayer MoS2 while much less effect was shown in larger thickness and the BG peak either showed very small quenching for 1 L MoS2 or remained constant for larger thicknesses. Our results indicate that confocal absorption spectral imaging can provide comprehensive information on optical transitions of microscopic size intrinsic and doped two-dimensional layered materials.",intrinsic image decomposition reflectance illumination,retain,intrinsic
https://openalex.org/W3160309540,All-day fresh water harvesting by microstructured hydrogel membranes,2021,https://doi.org/10.1038/s41467-021-23174-0,https://doi.org/10.1038/s41467-021-23174-0,338,"Abstract Solar steam water purification and fog collection are two independent processes that could enable abundant fresh water generation. We developed a hydrogel membrane that contains hierarchical three-dimensional microstructures with high surface area that combines both functions and serves as an all-day fresh water harvester. At night, the hydrogel membrane efficiently captures fog droplets and directionally transports them to a storage vessel. During the daytime, it acts as an interfacial solar steam generator and achieves a high evaporation rate of 3.64 kg m−2 h−1 under 1 sun enabled by improved thermal/vapor flow management. With a homemade rooftop water harvesting system, this hydrogel membrane can produce fresh water with a daily yield of ~34 L m−2 in an outdoor test, which demonstrates its potential for global water scarcity relief.",day night image translation,retain,night
https://openalex.org/W2608015370,DualGAN: Unsupervised Dual Learning for Image-to-Image Translation,2017,https://doi.org/10.48550/arxiv.1704.02510,http://arxiv.org/abs/1704.02510,311,"Conditional Generative Adversarial Networks (GANs) for cross-domain image-to-image translation have made much progress recently. Depending on the task complexity, thousands to millions of labeled image pairs are needed to train a conditional GAN. However, human labeling is expensive, even impractical, and large quantities of data may not always be available. Inspired by dual learning from natural language translation, we develop a novel dual-GAN mechanism, which enables image translators to be trained from two sets of unlabeled images from two domains. In our architecture, the primal GAN learns to translate images from domain U to those in domain V, while the dual GAN learns to invert the task. The closed loop made by the primal and dual tasks allows images from either domain to be translated and then reconstructed. Hence a loss function that accounts for the reconstruction error of images can be used to train the translators. Experiments on multiple image translation tasks with unlabeled data show considerable performance gain of DualGAN over a single GAN. For some tasks, DualGAN can even achieve comparable or slightly better results than conditional GAN trained on fully labeled data.",day night image translation | unpaired image translation structure preservation,retain,translation
https://openalex.org/W4200313684,NeRFactor,2021,https://doi.org/10.1145/3478513.3480496,https://doi.org/10.1145/3478513.3480496,305,"We address the problem of recovering the shape and spatially-varying reflectance of an object from multi-view images (and their camera poses) of an object illuminated by one unknown lighting condition. This enables the rendering of novel views of the object under arbitrary environment lighting and editing of the object's material properties. The key to our approach, which we call Neural Radiance Factorization (NeRFactor), is to distill the volumetric geometry of a Neural Radiance Field (NeRF) [Mildenhall et al. 2020] representation of the object into a surface representation and then jointly refine the geometry while solving for the spatially-varying reflectance and environment lighting. Specifically, NeRFactor recovers 3D neural fields of surface normals, light visibility, albedo, and Bidirectional Reflectance Distribution Functions (BRDFs) without any supervision, using only a re-rendering loss, simple smoothness priors, and a data-driven BRDF prior learned from real-world BRDF measurements. By explicitly modeling light visibility, NeRFactor is able to separate shadows from albedo and synthesize realistic soft or hard shadows under arbitrary lighting conditions. NeRFactor is able to recover convincing 3D models for free-viewpoint relighting in this challenging and underconstrained capture setup for both synthetic and real scenes. Qualitative and quantitative experiments show that NeRFactor outperforms classic and deep learning-based state of the art across various tasks. Our videos, code, and data are available at people.csail.mit.edu/xiuming/projects/nerfactor/.",single image relighting inverse rendering,retain,"relight, reflectance"
https://openalex.org/W2797650215,Multimodal Unsupervised Image-to-Image Translation,2018,https://doi.org/10.48550/arxiv.1804.04732,http://arxiv.org/abs/1804.04732,297,"Unsupervised image-to-image translation is an important and challenging problem in computer vision. Given an image in the source domain, the goal is to learn the conditional distribution of corresponding images in the target domain, without seeing any pairs of corresponding images. While this conditional distribution is inherently multimodal, existing approaches make an overly simplified assumption, modeling it as a deterministic one-to-one mapping. As a result, they fail to generate diverse outputs from a given source domain image. To address this limitation, we propose a Multimodal Unsupervised Image-to-image Translation (MUNIT) framework. We assume that the image representation can be decomposed into a content code that is domain-invariant, and a style code that captures domain-specific properties. To translate an image to another domain, we recombine its content code with a random style code sampled from the style space of the target domain. We analyze the proposed framework and establish several theoretical results. Extensive experiments with comparisons to the state-of-the-art approaches further demonstrates the advantage of the proposed framework. Moreover, our framework allows users to control the style of translation outputs by providing an example style image. Code and pretrained models are available at https://github.com/nvlabs/MUNIT",day night image translation,retain,translation
https://openalex.org/W2593271907,Clinical quantitative susceptibility mapping (QSM): Biometal imaging and its emerging roles in patient care,2017,https://doi.org/10.1002/jmri.25693,https://doi.org/10.1002/jmri.25693,285,"Quantitative susceptibility mapping (QSM) has enabled magnetic resonance imaging (MRI) of tissue magnetic susceptibility to advance from simple qualitative detection of hypointense blooming artifacts to precise quantitative measurement of spatial biodistributions. QSM technology may be regarded to be sufficiently developed and validated to warrant wide dissemination for clinical applications of imaging isotropic susceptibility, which is dominated by metals in tissue, including iron and calcium. These biometals are highly regulated as vital participants in normal cellular biochemistry, and their dysregulations are manifested in a variety of pathologic processes. Therefore, QSM can be used to assess important tissue functions and disease. To facilitate QSM clinical translation, this review aims to organize pertinent information for implementing a robust automated QSM technique in routine MRI practice and to summarize available knowledge on diseases for which QSM can be used to improve patient care. In brief, QSM can be generated with postprocessing whenever gradient echo MRI is performed. QSM can be useful for diseases that involve neurodegeneration, inflammation, hemorrhage, abnormal oxygen consumption, substantial alterations in highly paramagnetic cellular iron, bone mineralization, or pathologic calcification; and for all disorders in which MRI diagnosis or surveillance requires contrast agent injection. Clinicians may consider integrating QSM into their routine imaging practices by including gradient echo sequences in all relevant MRI protocols. LEVEL OF EVIDENCE: 1 Technical Efficacy: Stage 5 J. Magn. Reson. Imaging 2017;46:951-971.",unpaired image translation structure preservation,retain,translation
https://openalex.org/W2811490555,Single-image SVBRDF capture with a rendering-aware deep network,2018,https://doi.org/10.1145/3197517.3201378,https://doi.org/10.1145/3197517.3201378,277,"Texture, highlights, and shading are some of many visual cues that allow humans to perceive material appearance in single pictures. Yet, recovering spatially-varying bi-directional reflectance distribution functions (SVBRDFs) from a single image based on such cues has challenged researchers in computer graphics for decades. We tackle lightweight appearance capture by training a deep neural network to automatically extract and make sense of these visual cues. Once trained, our network is capable of recovering per-pixel normal, diffuse albedo, specular albedo and specular roughness from a single picture of a flat surface lit by a hand-held flash. We achieve this goal by introducing several innovations on training data acquisition and network design. For training, we leverage a large dataset of artist-created, procedural SVBRDFs which we sample and render under multiple lighting directions. We further amplify the data by material mixing to cover a wide diversity of shading effects, which allows our network to work across many material classes. Motivated by the observation that distant regions of a material sample often offer complementary visual cues, we design a network that combines an encoder-decoder convolutional track for local feature extraction with a fully-connected track for global feature extraction and propagation. Many important material effects are view-dependent, and as such ambiguous when observed in a single image. We tackle this challenge by defining the loss as a differentiable SVBRDF similarity metric that compares the renderings of the predicted maps against renderings of the ground truth from several lighting and viewing directions. Combined together, these novel ingredients bring clear improvement over state of the art methods for single-shot capture of spatially varying BRDFs.",single image relighting inverse rendering,retain,reflectance
https://openalex.org/W2013203541,Remote Sensing of Forest Biophysical Structure Using Mixture Decomposition and Geometric Reflectance Models,1995,https://doi.org/10.2307/2269350,https://doi.org/10.2307/2269350,262,"Using geometric shadow and linear mixture models we develop and evaluate an algorithm to infer several important structural parameters of stands of black spruce (Picea mariana), the most common boreal forest dominant. We show, first, that stand reflectances for this species can be represented as linear combinations of the reflectances of more elemental radiometric components: sunlit crowns, sunlit background, and shadow. Secondly, using a geometric model, we calculate how the fractions of these radiometric elements covary with each other. Then, using hand‐held measurements of the reflectances of the sunlit background, sphagnum moss (Sphagnum spp.), and assuming shadow reflectance to be that of deep, clear lakes, we infer the reflectance of sunlit crowns from the geometric shadow model and low‐altitude reflectance measurements acquired by a helicopter‐mounted radiometer. Next, we assume that the reflectance for all black spruce stands is simply a linear combination of shadow, sunlit crown, and sunlit background reflectance, weighted in proportion to the relative areal fractions of these pixel elements. We then solve a set of linear equations for the areal fractions of these elements using as input helicopter observations of total stand reflectance. Using this algorithm, we infer the values for the areal proportions of sunlit canopy, sunlit background, and shadow for 31 black spruce stands of varying biomass density, net primary productivity, etc. We show empirically and theoretically that the areal proportions of these radiometric elements are related to a number of stand biophysical characteristics. Specifically, the shadow fraction is increasing with increasing biomass density, average diameter at breast height, leaf area index (LAI), and aboveground net primary productivity (NPP), while sunlit background fraction is decreasing. We show that the end member fractions can be used to estimate biomass with a standard error of ≈ 2 kg/m2, LAI with a standard error of 0.58, dbh with a standard error of ≈ 2 cm, and aboveground NPP with a standard error of 0.07 kg·m‐2·yr‐1. We also show that the fraction of sunlit canopy is only weakly correlated with the biophysical variables and are thus able to show why a popular vegetation index, Normalized Difference Vegetation Index (NDVI), does not provide a useful measure of these biophysical characteristics. We do show, however, that NDVI should be related to the fraction of photosynthetically active radiation incident upon and absorbed by the canopy. This work has convinced us that a paradigm shift in the remote sensing of biophysical characteristics is in order–a shift away from direct inference of biophysical characteristics from vegetation indices and toward a two‐step process, in which (1) stand‐level reflectance is approximated in terms of linear combinations of reflectance‐invariant, spectrally distinct components (spectral end members) and mixture decomposition used to infer the areal fractions of these components, e.g., shadow, sunlit crown, and sunlit background, followed by (2) the use of radiative transfer models to compute biophysical characteristic values as a function of the end member fractions.",intrinsic image decomposition reflectance illumination,retain,reflectance
https://openalex.org/W2974180492,The relightables,2019,https://doi.org/10.1145/3355089.3356571,https://doi.org/10.1145/3355089.3356571,245,"We present ""The Relightables"", a volumetric capture system for photorealistic and high quality relightable full-body performance capture. While significant progress has been made on volumetric capture systems, focusing on 3D geometric reconstruction with high resolution textures, much less work has been done to recover photometric properties needed for relighting. Results from such systems lack high-frequency details and the subject's shading is prebaked into the texture. In contrast, a large body of work has addressed relightable acquisition for image-based approaches, which photograph the subject under a set of basis lighting conditions and recombine the images to show the subject as they would appear in a target lighting environment. However, to date, these approaches have not been adapted for use in the context of a high-resolution volumetric capture system. Our method combines this ability to realistically relight humans for arbitrary environments, with the benefits of free-viewpoint volumetric capture and new levels of geometric accuracy for dynamic performances. Our subjects are recorded inside a custom geodesic sphere outfitted with 331 custom color LED lights, an array of high-resolution cameras, and a set of custom high-resolution depth sensors. Our system innovates in multiple areas: First, we designed a novel active depth sensor to capture 12.4 MP depth maps, which we describe in detail. Second, we show how to design a hybrid geometric and machine learning reconstruction pipeline to process the high resolution input and output a volumetric video. Third, we generate temporally consistent reflectance maps for dynamic performers by leveraging the information contained in two alternating color gradient illumination images acquired at 60Hz. Multiple experiments, comparisons, and applications show that The Relightables significantly improves upon the level of realism in placing volumetrically captured human performances into arbitrary CG scenes.",single image relighting inverse rendering,retain,"relight, illumination, reflectance"
https://openalex.org/W2985680131,Deep Single-Image Portrait Relighting,2019,https://doi.org/10.1109/iccv.2019.00729,https://doi.org/10.1109/iccv.2019.00729,220,"Conventional physically-based methods for relighting portrait images need to solve an inverse rendering problem, estimating face geometry, reflectance and lighting. However, the inaccurate estimation of face components can cause strong artifacts in relighting, leading to unsatisfactory results. In this work, we apply a physically-based portrait relighting method to generate a large scale, high quality, “in the wild” portrait relighting dataset (DPR). A deep Convolutional Neural Network (CNN) is then trained using this dataset to generate a relit portrait image by using a source image and a target lighting as input. The training procedure regularizes the generated results, removing the artifacts caused by physically-based relighting methods. A GAN loss is further applied to improve the quality of the relit portrait image. Our trained network can relight portrait images with resolutions as high as 1024 × 1024. We evaluate the proposed method on the proposed DPR datset, Flickr portrait dataset and Multi-PIE dataset both qualitatively and quantitatively. Our experiments demonstrate that the proposed method achieves state-of-the-art results. Please refer to https://zhhoper.github.io/dpr.html for dataset and code.",single image relighting inverse rendering,retain,"relight, reflectance, inverse render"
https://openalex.org/W1989590628,Two methods for display of high contrast images,1999,https://doi.org/10.1145/300776.300783,https://doi.org/10.1145/300776.300783,220,"High contrast images are common in night scenes and other scenes that include dark shadows and bright light sources. These scenes are difficult to display because their contrasts greatly exceed the range of most display devices for images. As a result, the image constrasts are compressed or truncated, obscuring subtle textures and details. Humans view and understand high contrast scenes easily, “adapting” their visual response to avoid compression or truncation with no apparent loss of detail. By imitating some of these visual adaptation processes, we developed methods for the improved display of high-contrast images. The first builds a display image from several layers of lighting and surface properties. Only the lighting layers are compressed, drastically reducing contrast while preserving much of the image detail. This method is practical only for synthetic images where the layers can be retained from the rendering process. The second method interactively adjusts the displayed image to preserve local contrasts in a small “foveal” neighborhood. Unlike the first method, this technique is usable on any image and includes a new tone reproduction operator. Both methods use a sigmoid function for contrast compression. This function has no effect when applied to small signals but compresses large signals to fit within an asymptotic limit. We demonstrate the effectiveness of these approaches by comparing processed and unprocessed images.",night image synthesis camera noise glare reflection | single image relighting inverse rendering,retain,night
